Week,Cut_Off,Row_Index,Item_ID,Qty,Col4,Note,Requested_By,Date_Shipped,Transfer_Reason,Shipment_Status
11/17/25,11/17/25,9,D-04030,1 PALLET  (48 CASES/PALLET) *,,,,,,
11/17/25,11/17/25,10,D-04033,4 PALLETS  (25 CASES/PALLET) *,,,,,,
11/17/25,11/17/25,11,D-04061,4 PALLETS (36 CASES/PALLET) *,,,,,,
11/17/25,11/17/25,12,D-17206,20 CASES   *,,,GC,,Shipment delays,Shipped
11/17/25,11/17/25,13,D-15206,1 PALLET  (136 CASES/PALLET)  *,,,,,,
11/17/25,11/17/25,1,F-12122,288 cases ( 3 pallet),PO#41725,Urgent ( Turn on AC),VL,,Sales Order Fulfillment,Shipped
11/17/25,11/17/25,2,F-12922,60 Shippers (3 Pallets),PO# 41725,Urgent (Turn on AC),VL,,Sales Order Fulfillment,Shipped
11/17/25,11/17/25,3,F-12418,30 shipper (6 pallets),,Urgent,VL,,Sales Order Fulfillment,Shipped
11/24/25,11/24/25,1,Gingerbread House Kits,2 cases,,,AWC,,Other (State reason),Shipped w #7353
11/24/25,11/24/25,2,#7350,"1 plt*, AG & Pkg Materials",,Urgent,SYS,,Repackaging capacity,Shipped
11/24/25,11/24/25,3,P-YNBYS,50 shipper (10 cases),,Urgent,VL,,Sales Order Fulfillment,Shipped
11/24/25,11/24/25,4,M-00012,12 cases,77949,,RTC,,Low replenishment,Shipped
11/24/25,11/24/25,5,F-96009,60 cases,PO# 41523,urgent,VL,,Planned transfer (container sharing),Shipped
11/24/25,11/24/25,6,F-96101,150 cases ,PO 41523,urgent,VL,,Planned transfer (container sharing),Shipped
11/24/25,11/24/25,7,F-96102,100 cases,PO 41523,urgent,VL,,Planned transfer (container sharing),Shipped
11/24/25,11/24/25,8,F-96103,50 Cases,PO 41523,urgent,VL,,Planned transfer (container sharing),Shipped
11/24/25,11/24/25,9,F-96104,50 cases,PO 41523,urgent,VL,,Planned transfer (container sharing),Shipped
11/24/25,11/24/25,10,F-96106,100 cases,PO 41523,urgent,VL,,Planned transfer (container sharing),Shipped
11/24/25,11/24/25,11,A-61218,1 plt (20cs/plt),,,VL,,Warehouse limitations,Shipped
11/24/25,11/24/25,12,F-11076A,15 CASES,,,GC,,Planned transfer (container sharing),Shipped
12/1/25,12/1/25,1,D-03053,528cs (4plts)*,,Urgent,JD,,Planned transfer (container sharing),Partial
12/1/25,12/1/25,2,D-03056,132cs (1plt)*,40861,Urgent,JD,,Planned transfer (container sharing),Shipped
12/1/25,12/1/25,3,D-03058,60cs*,5010046,Urgent,JD,,Planned transfer (container sharing),Shipped
12/1/25,12/1/25,4,D-03065,50cs*,5050258,Urgent,JD,,Planned transfer (container sharing),Shipped
12/1/25,12/1/25,5,A-61237,2 PLT,,Can delay if transfer rate too high,VL,,Warehouse limitations,Shipped
12/1/25,12/1/25,6,F-76002,100 cases,,Urgent,VL,,Sales Order Fulfillment,Shipped
12/1/25,12/1/25,7,C-70021,4 PALLETS (42 CASES/PALLET),,URGENT! PO#41294  11/28 ARRIVE LIVERMORE,GC,,Planned transfer (container sharing),Shipped
12/1/25,12/1/25,8,S-06011,3 PALLETS,,URGENT!  PO#41367 ,GC,,Planned transfer (container sharing),Shipped
12/1/25,12/1/25,9,S-06021,1 PALLET,,URGENT!  PO#41367 ,GC,,Planned transfer (container sharing),Shipped
12/1/25,12/1/25,10,S-06031,1 pallet,,URGENT!  PO#41367 ,GC,,Planned transfer (container sharing),Shipped
12/1/25,12/1/25,11,S-06012,10 CASES,,URGENT!  PO#41367 ,GC,,Planned transfer (container sharing),Shipped
12/1/25,12/1/25,12,S-06022,6 CASES,,PO#41367 ,GC,,Planned transfer (container sharing),Shipped
12/1/25,12/1/25,13,S-06032,6 CASES,,PO#41367 ,GC,,Planned transfer (container sharing),Shipped
12/1/25,12/1/25,14,F-04130,7 pallets (50cs/ plt) *,,8142024,SYS,,Planned transfer (container sharing),Shipped
12/1/25,12/1/25,15,F-04114,9 pallets (250cs/plts),,can split,SYS,,Planned transfer (container sharing),Not Shipped
12/1/25,12/1/25,16,F-04115,5 pallets (250cs/ plts) *,,,SYS,,Planned transfer (container sharing),Not Shipped
12/1/25,12/1/25,17,C-70126,100 cases,,URGENT,HL,,Low replenishment,Shipped
12/8/25,12/8/25,1,D-03059,132cs*,#5010047,Urgent,JD,,Planned transfer (container sharing),Shipped
12/8/25,12/8/25,2,J-31077,20cs*,#02272027,Urgent,JD,,Sales Order Fulfillment,Shipped
12/8/25,12/8/25,3,F-41127,85cs (1plt)*,new LOT#,Urgent ,JD,,Sales Order Fulfillment,Shipped
12/8/25,12/8/25,4,A-61238,10 case,,Urgent,VL,,Repackaging capacity,Shipped
12/8/25,12/8/25,5,D-03053,264 cs (2 plts),,"Urgent, partial fr wk 12/1",JD,,Planned transfer (container sharing),Shipped
12/8/25,12/8/25,6,F-04114,9 pallets (250cs/plts),,fr wk 12/1,SYS,,Planned transfer (container sharing),Shipped
12/8/25,12/8/25,7,F-04115,5 pallets (250cs/plts),,fr wk 12/1,SYS,,Planned transfer (container sharing),Shipped
12/8/25,12/8/25,8,A-61250,36cs*,lot# 5100497,,SYS,,Repackaging capacity,Shipped
12/8/25,12/8/25,9,T-47020,6 cases, ,,HL,,Low replenishment,Shipped
12/8/25,12/8/25,10,C-70430,3 PALLETS (45  cs/plt),,,GC,,Planned transfer (container sharing),Partial
12/8/25,12/8/25,11,C-70530,3 PALLETS (  45 cs/plt),,,GC,,Planned transfer (container sharing),Partial
12/8/25,12/8/25,12,C-70123,3 PALLETS ( 45  cs/plt),,,GC,,Planned transfer (container sharing),Partial
12/8/25,12/8/25,13,D-04061,3 PALLETS (  36   cs/plt),,,GC,,Shipment delays,Not Shipped
12/8/25,12/8/25,14,D-04043,3 PALLETS ( 25 CASES/PALLET),,,GC,,Shipment delays,Not Shipped
12/8/25,12/8/25,1,C-70430,1 PALLET (45cs/plt),,,GC,,Planned transfer (container sharing),Shipped
12/8/25,12/8/25,2,C-70530,1 PALLET (45cs/plt),,,GC,,Planned transfer (container sharing),Shipped
12/8/25,12/8/25,3,C-70123,3 PALLETS (45cs/plt),,,GC,,Planned transfer (container sharing),Shipped
12/8/25,12/8/25,4,D-04061,3 PALLETS (36cs/plt),,,GC,,Shipment delays,Shipped
12/8/25,12/8/25,5,D-04043,5 PALLETS (25cs/plt),,,GC,,Shipment delays,Shipped
12/8/25,12/8/25,6,#7386,6 plts*,,,WaiWai,,Low replenishment,Shipped
12/15/25,12/15/25,1,C-70052,4 PALLETS  ( 35 CAASES/PALLET),,URGENT!   PO#41461,GC,,Planned transfer (container sharing),Shipped
12/15/25,12/15/25,2,T-47020,20 cases,,,HL,,Low replenishment,Shipped
12/15/25,12/15/25,3,D-04037,2 PALLETS  ( 36  cs/plt),,,GC,,Planned transfer (container sharing),Shipped
12/15/25,12/15/25,4,D-04033,3 PALLETS (25 CASES/PALLET),,,GC,,Planned transfer (container sharing),Shipped
12/15/25,12/15/25,5,D-04043,3 PALLETS ( 25 CASES/PALLET),,,GC,,Shipment delays,Shipped
12/15/25,12/15/25,6,D-04020,20 CASES,,,GC,,Planned transfer (container sharing),Shipped
12/15/25,12/15/25,7,F-85007,1 PALLET (70cs/plt),,,TX,,Planned transfer (container sharing),Shipped
12/15/25,12/15/25,8,F-85001,1 PALLET (70cs/plt),,,TX,,Planned transfer (container sharing),Shipped
12/15/25,12/15/25,9,F-04001,1plt (70 cs/ plt),,Urgent,VL,,Sales Order Fulfillment,Shipped
12/15/25,12/15/25,10,K-83030,30 cs,,,VL,,Warehouse limitations,Shipped
12/15/25,12/15/25,11,J-40136,40 Cases,,Urgent,VL,,Low replenishment,Shipped
12/15/25,12/15/25,12,#7394,1 plts*,,"Urgent, AG",Wai Wai,,Low replenishment,Shipped
12/15/25,12/15/25,13,M-41070,100 cases,,Urgent,VL,,Sales Order Fulfillment,Shipped
12/15/25,12/15/25,14,M-41071,90 Cases,,Urgent,VL,,Sales Order Fulfillment,Shipped
12/15/25,12/15/25,15,M-41072,80 Cases,,Urgent,VL,,Sales Order Fulfillment,Shipped
12/15/25,12/15/25,16,P-KJBPB,15 cases,,PO#41943 Kjeldsen new arrive giftbags,VL,,Planned transfer (container sharing),Shipped
12/15/25,12/15/25,17,D-02007,15 CASES,,,GC,,Planned transfer (container sharing),Shipped
12/15/25,12/15/25,1,F-04070,6 plt (112cs/plt)*,,Urgent,VL,,Sales Order Fulfillment,Shipped
12/22/25,12/22/25,1,A-61260N,2 PLTS (24cs/plt),5100497,ETA 12/19,RTC,,Planned transfer (container sharing),Shipped
12/22/25,12/22/25,2,D-03059,1plt (132cs),,,JD,,Planned transfer (container sharing),Not Shipped
12/22/25,12/22/25,3,F-04130,4 pallets (50cs/plt),,Urgent (KeHe PU on 12/29),HL,,Low replenishment,Shipped
12/22/25,12/22/25,4,D-13206,1 pallet (136cs/plt),,PO#41494     Urgent (KeHe PU on 12/29),HL,,Low replenishment,Shipped
12/22/25,12/22/25,5,F-04070,5 plts (600cs) ,8122027,,SYS,,Planned transfer (container sharing),Shipped
12/22/25,12/22/25,6,F-04112,5 pallets (1250cs),8102027,,SYS,,Planned transfer (container sharing),Shipped
12/22/25,12/22/25,7,F-04118,1 pallet (250cs),3082027,,SYS,,Planned transfer (container sharing),Shipped
12/22/25,12/22/25,8,F-04114,5 pallets (1250cs),9072027,,SYS,,Planned transfer (container sharing),Shipped
12/22/25,12/22/25,9,F-04131,4 pallets (50cs/plt),5232027,,SYS,,Planned transfer (container sharing),Not Shipped
12/22/25,12/22/25,10,F-50151,50cs,,Urgent,JD,,Sales Order Fulfillment,Shipped
12/29/25,12/29/25,1,A-61238,1 PLT (100 Cases. plt),10/31/2029,Urgent,VL,,Warehouse limitations,Shipped
12/29/25,12/29/25,2,D-03059,1plt (132cs),,fr week 12/22,JD,,Planned transfer (container sharing),Shipped
12/29/25,12/29/25,3,F-04131,4 pallets (50cs/plt),10/19/16224,fr week 12/22,SYS,,Planned transfer (container sharing),Shipped
12/29/25,12/29/25,4,F-04130,10 pallets (500cs),06/02/16197,can split,SYS,,Planned transfer (container sharing),Shipped
12/29/25,12/29/25,5,D-03071,70 cases,,,HL,,Low replenishment,Shipped
12/29/25,12/29/25,6,J-72402,20 cases ,,Urgent,VL,,Warehouse limitations,Shipped
12/29/25,12/29/25,7,J-72404,10 cases,,Urgent,VL,,Warehouse limitations,Shipped
12/29/25,12/29/25,8,M-94306,25 CASES*,,URGENT,GC,,Repackaging capacity,Shipped
12/29/25,12/29/25,9,D-60023,3 CASES,,,GC,,Low replenishment,Shipped
1/5/26,1/5/26,1,A-61243,1plt,,,SYS,,Repackaging capacity,Shipped
1/5/26,1/5/26,2,F-12998,1 plt,05/23/2026,Urgent,VL,,Other (State reason),Shipped
1/5/26,1/5/26,3,F-85004,40CS,,,TX,,Low replenishment,Shipped
1/5/26,1/5/26,4,F-85006,30CS,,,TX,,Low replenishment,Shipped
1/5/26,1/5/26,5,M-94306,30 CASES,,,GC,,Repackaging capacity,Shipped
1/5/26,1/5/26,6,D-03009,75cs,,Urgent,SYS,,Repackaging capacity,Shipped
1/5/26,1/5/26,7,"#7429, AC-B4SL",20cs (12bg/cs)*,,URGENT,SYS,,Repackaging capacity,Shipped
1/5/26,1/5/26,8,envelope for Ann & Ling,1 envelope,,,JY,,Other (State reason),Shipped
1/5/26,1/5/26,9,A-61012,  1 PALLET (30 CASES/PALLET),,,GC,,Repackaging capacity,Shipped
1/5/26,1/5/26,10,D-04032,2 PALLETS   (36 CASES/PALLET),,,,,,
1/5/26,1/5/26,11,D-04036,12 CASES,,,GC,,Shipment delays,Shipped
1/5/26,1/5/26,12,D-04043,4 PALLETS (25 CASE/PALLET),,,GC,,Shipment delays,Shipped
1/5/26,1/5/26,13,D-04061,3 PALLETS (36 CASES/PALLET),,,,,,
1/5/26,1/5/26,14,D-60023,3 CASES,,,GC,,Repackaging capacity,Shipped
1/12/26,1/12/26,1,A-61234S,1 Plt (30cs/plt),,,VL,,Warehouse limitations,Shipped
1/12/26,1/12/26,2,J-72402,40 cases,,,VL,,Warehouse limitations,Shipped
1/12/26,1/12/26,3,J-72401N,20 cases,,,VL,,Warehouse limitations,Shipped
1/12/26,1/12/26,4,Adia signed framed poster,1 cs,,to Sun,AWC,,Other (State reason),Shipped
1/12/26,1/12/26,5,J-42300,45 CASES,,NEW PRODUCT PO#41387,GC,,Planned transfer (container sharing),Shipped
1/12/26,1/12/26,6,J-42301,45 CASES,,NEW PRODUCT PO#41387,GC,,Planned transfer (container sharing),Shipped
1/12/26,1/12/26,7,J-42302,45 CASES,,NEW PRODUCT PO#41387,GC,,Planned transfer (container sharing),Shipped
1/12/26,1/12/26,8,J-42303,45 CASES,,NEW PRODUCT PO#41387,GC,,Planned transfer (container sharing),Shipped
1/12/26,1/12/26,9,J-42304,45 CASES,,NEW PRODUCT PO#41387,GC,,Planned transfer (container sharing),Shipped
1/12/26,1/12/26,10,D-04034,2 PALLETS (20cs/plt),,,GC,,Planned transfer (container sharing),Shipped
1/12/26,1/12/26,11,A-61012,3 PALLETS (36cs/plt),,,GC,,Repackaging capacity,Shipped
1/12/26,1/12/26,12,F-11076,1 PALLET (50 CASES/PALLET),,,GC,,Planned transfer (container sharing),Shipped
1/12/26,1/12/26,13,T-44020N,8 CASES,,,FG,,Low replenishment,Shipped
1/12/26,1/12/26,14,#7449,"AG, 30 cs",,,Wai Wai,,Low replenishment,Shipped
1/19/26,1/19/26,1,A-61260N,4 PLTs (24 cases/PLT),5100497,,RTC,,Low replenishment,Shipped
1/19/26,1/19/26,2,D-03012,60 cases,,Urgent,VL,,Low replenishment,Shipped
1/19/26,1/19/26,3,D-03052,100cases*,#5070393,,JD,,Planned transfer (container sharing),Shipped
1/19/26,1/19/26,4,D-03055N,132cases*,#5110545,Urgent,JD,,Planned transfer (container sharing),Shipped
1/19/26,1/19/26,5,D-03058,264cases*,#5120569,,JD,,Planned transfer (container sharing),Shipped
1/19/26,1/19/26,6,D-03065,132cases*,#5050258,Urgent,JD,,Planned transfer (container sharing),Shipped
1/19/26,1/19/26,7,D-04061,2 PALLETS,,,GC,,Shipment delays,Shipped
1/19/26,1/19/26,8,D-04033,2 PALLETS,,,GC,,Shipment delays,Shipped
1/19/26,1/19/26,9,D-04036,10 CASES,,,GC,,Shipment delays,Shipped
1/19/26,1/19/26,10,D-04037,2 PALLETS,,,GC,,Planned transfer (container sharing),Shipped
1/19/26,1/19/26,11,F-85102,9 PALLETS (35 CASES/PALLET),,"Urgent, request pickup 1/21",TX,,Planned transfer (container sharing),Shipped
1/19/26,1/19/26,1,D-14212,50 CASES,,URGENT,GC,,Planned transfer (container sharing),Shipped
1/19/26,1/19/26,2,D-15212,60 CASES,,URGENT,GC,,Planned transfer (container sharing),Shipped
1/19/26,1/19/26,3,D-18212,40 CASES,,,GC,,Planned transfer (container sharing),Shipped
1/19/26,1/19/26,4,D-19212,10 CASES,,,GC,,Planned transfer (container sharing),Shipped
1/19/26,1/19/26,5,D-04011,5 PALLETS (25 CASES/PALLET),,,GC,,Shipment delays,Partial
1/19/26,1/19/26,6,D-13106,2 PALLETS (136 CASES/PALLET),,PO#41366,GC,,Planned transfer (container sharing),Shipped
1/19/26,1/19/26,7,D-13306,1 PALLET  (136 CASES/PALLET),,PO#41366,GC,,Planned transfer (container sharing),Shipped
1/19/26,1/19/26,8,D-14106,3 PALLETS  (136 CASES/PALLET),,PO#41366,GC,,Planned transfer (container sharing),Shipped
1/19/26,1/19/26,9,D-15106,1 PALLET  (136 CASES/PALLET),,PO#41366,GC,,Planned transfer (container sharing),Shipped
1/19/26,1/19/26,10,D-16106,1 PALLET  (136 CASES/PALLET),,PO#41366,GC,,Planned transfer (container sharing),Shipped
1/19/26,1/19/26,11,D-17106,3 PALLETS  (136 CASES/PALLET),,PO#41366,GC,,Planned transfer (container sharing),Shipped
1/19/26,1/19/26,12,F-04130,6 Pallets (50 cs/plt),,Urgent,VL,,Planned transfer (container sharing),Shipped
1/19/26,1/19/26,13,F-85004,30 cases,,,TX,,Planned transfer (container sharing),Shipped
1/19/26,1/19/26,14,C-70050,6 CASES,,Urgent,GC,,Planned transfer (container sharing),Shipped
1/19/26,1/19/26,15,F-11078,5 CASES,,Urgent,GC,,Planned transfer (container sharing),Shipped
1/19/26,1/19/26,16,A-61243,2 PLTs (24 case/PLT)*,5100497,,RTC,,Low replenishment,Not Shipped
1/19/26,1/19/26,17,A-61117,2 plt (45 cs/plt),,Urgent,VL,,Sales Order Fulfillment,
1/26/26,1/26/26,1,C-70530 ,1 PALLET (45cs/plt),,,GC,,Planned transfer (container sharing),Shipped
1/26/26,1/26/26,2,C-70430,1 PALLET (45cs/plt),i020c0,,GC,,Planned transfer (container sharing),Shipped
1/26/26,1/26/26,3,C-70330,2 PALLETS (45cs/plt),i012c0,,GC,,Planned transfer (container sharing),Shipped
1/26/26,1/26/26,4,C-70123,2 PALLETS (45cs/plt),f022c0,,GC,,Planned transfer (container sharing),Shipped
1/26/26,1/26/26,5,C-70050,6 CASES,,,GC,,Planned transfer (container sharing),Shipped
1/26/26,1/26/26,6,C-70021,20 CASES,,,GC,,Planned transfer (container sharing),Shipped
1/26/26,1/26/26,7,C-70214,8 CASES,,,GC,,Planned transfer (container sharing),Shipped
1/26/26,1/26/26,8,D-04011,2 PALLETS (25 CASES/PALLET),,fr wk 1/19,GC,,Shipment delays,Shipped
1/26/26,1/26/26,9,A-61243,2 PLTs (24 case/PLT)*,5100497,fr wk 1/19 (URGENT),RTC,,Low replenishment,Shipped
1/26/26,1/26/26,10,D-04040,10 CASES,,urgent! ,GC,,Planned transfer (container sharing),Shipped
1/26/26,1/26/26,11,A-61012,2 PALLETS (30 CASES/PALLET),,,,,,
1/26/26,1/26/26,12,3 in 1 samples,one FedEx envelope,,to Winson,VL,,Planned transfer (container sharing),Shipped
1/26/26,1/26/26,13, 探索 books (2x),one FedEx envelope,,to Winson,MC,,Other (State reason),Shipped
1/26/26,1/26/26,14,Photo Frame,1 package,,to Winson,PKT,,Other (State reason),Shipped
1/26/26,1/26/26,15,#7478,"AG & Pkg Materials, 7 plts*",,,Wai Wai,,Low replenishment,Shipped
1/26/26,1/26/26,16,F-50140,69cs + 70cs*,S15209;S15157,Urgent,JD,,Sales Order Fulfillment,Shipped
1/26/26,1/26/26,17,J-31077,20cs,10152027,Urgent ,JD,,Production order shortage,Shipped
1/26/26,1/26/26,18,M-94306,60 CASES,,Urgent ,GC,,Repackaging capacity,Shipped
1/26/26,1/26/26,19,A-61030,50 CASES,,Urgent ,GC,,Repackaging capacity,Shipped
1/26/26,1/26/26,20,D-17206,60 CASES,,,GC,,Planned transfer (container sharing),Shipped
1/26/26,1/26/26,21,D-13206,1 PALLET (136 CASES/PALLET),,,,,,
1/26/26,1/26/26,22,Invoice papers,2 case,,,PKT,,Other (State reason),Shipped
2/2/26,2/2/26,1,T-42101,150 CASES (1 PALLET),,URGENT,FG,,Low replenishment,Shipped
2/2/26,2/2/26,2,F-04112,5 pallets (250cs/plt)*,,URGENT,SYS,,Shipment delays,Shipped
2/2/26,2/2/26,3,F-04117,5 plts (250cs/plt),,Can split,SYS,,Shipment delays,partial
2/2/26,2/2/26,4,F-04118,5 plts (250cs/plt),,can split,SYS,,Planned transfer (container sharing),Shipped
2/2/26,2/2/26,5,D-60011,10 CASES *,,URGENT ! REPACKING,GC,,Repackaging capacity,Shipped
2/2/26,2/2/26,6,D-60013,10 CASES *,,URGENT ! REPACKING,GC,,Repackaging capacity,Shipped
2/2/26,2/2/26,7,D-60014,10 CASES *,,URGENT ! REPACKING,GC,,Repackaging capacity,Shipped
2/2/26,2/2/26,8,D-60015,10 CASES *,,URGENT ! REPACKING,GC,,Repackaging capacity,Shipped
2/2/26,2/2/26,9,D-60017,10 CASES *,,URGENT ! REPACKING,GC,,Repackaging capacity,Shipped
2/2/26,2/2/26,10,D-60023,2 CASES *,,,GC,,Repackaging capacity,Shipped
2/2/26,2/2/26,11,F-04130,3 plt (50 cs/plt),,Urgent,VL,,Low replenishment,Shipped
2/2/26,2/2/26,12,F-04211,3 plt (70/plt),,,VL,,Low replenishment,Shipped
2/2/26,2/2/26,13,D-04043,2 PALLETS (25cs/plt),,,GC,,Shipment delays,Not Shipped
2/2/26,2/2/26,14,D-04011,3 PALLETS (20cs/plt),,,GC,,Shipment delays,Not Shipped
2/2/26,2/2/26,15,C-70113,20 CASES,,,GC,,Planned transfer (container sharing),Not Shipped
2/2/26,2/2/26,16,A-61138,10 CASES,,,GC,,Planned transfer (container sharing),Not Shipped
2/2/26,2/2/26,17,F-11078,5 CASES,,,GC,,Planned transfer (container sharing),Not Shipped
2/2/26,2/2/26,18,D-15206,2 PALLETS (136cs/plt),,,GC,,Planned transfer (container sharing),Not Shipped
2/2/26,2/2/26,19,D-17106,2 PALLETS (136cs/plt),,,GC,,Planned transfer (container sharing),Not Shipped
2/2/26,2/2/26,20,D-03012,50 cases,,,VL,,Repackaging capacity,Not Shipped
2/2/26,2/2/26,21,D-04061,2 PALLETS (36cs/plt),,URGENT ! ,GC,,Shipment delays,Shipped
2/2/26,2/2/26,1,F-04130,10 Pallets (50cs/plt),,Urgent (Must arrive & post by Wednesday),VL,,Sales Order Fulfillment,Shipped
2/2/26,2/2/26,2,D-04061,27 cases ,,Urgent,HL,,Planned transfer (container sharing),Shipped
2/9/26,2/9/26,1,F-04117,1 plt (250cs/plt),,fr week 2/2,SYS,,Shipment delays,Shipped
2/9/26,2/9/26,2,D-04043,2 PALLETS (25cs/plt),,URGENT!  (LA CONTAINER FDA HOLD) fr week 2/2,GC,,Shipment delays,Shipped
2/9/26,2/9/26,3,D-04011,3 PALLETS (20cs/plt),,URGENT!  (LA CONTAINER FDA HOLD) fr week 2/2,GC,,Shipment delays,Shipped
2/9/26,2/9/26,4,C-70113,20 CASES,,fr week 2/2,GC,,Planned transfer (container sharing),Shipped
2/9/26,2/9/26,5,A-61138,10 CASES,,fr week 2/2,GC,,Planned transfer (container sharing),Shipped
2/9/26,2/9/26,6,F-11078,5 CASES,,fr week 2/2,GC,,Planned transfer (container sharing),Shipped
2/9/26,2/9/26,7,D-15206,2 PALLETS (136cs/plt),,fr week 2/2,GC,,Planned transfer (container sharing),Shipped
2/9/26,2/9/26,8,D-17106,2 PALLETS (136cs/plt),,fr week 2/2,GC,,Planned transfer (container sharing),Shipped
2/9/26,2/9/26,9,D-03012,50 cases,,fr week 2/2,VL,,Repackaging capacity,Shipped
2/9/26,2/9/26,10,T-31520,250 cases,,,FG,,Low replenishment,Shipped
2/9/26,2/9/26,11,A-61250,60cs *,,URGENT,SYS,,Repackaging capacity,Shipped
2/9/26,2/9/26,12,F-04007,3 pallets (70cs/plt),,1152027,SYS,,Planned transfer (container sharing),Shipped
2/9/26,2/9/26,13,F-04130,5 Pallets (50cs/ plt)*,,,VL,,Planned transfer (container sharing),Shipped
2/9/26,2/9/26,14,"Books, Acrylic stands",2 boxes,,to Winson,MC,,Other (State reason),Shipped
2/9/26,2/9/26,15,#7503,"AC, 4 cases (48bx/cs)*",,URGENT,SYS,,Low replenishment,Shipped
2/9/26,2/9/26,16,#7505,5 cs 1 plt,,URGENT,RTC,,Low replenishment,Shipped
2/9/26,2/9/26,17,#7506,"AC, 20 cs*",,,Wai Wai,,Low replenishment,Shipped
2/9/26,2/9/26,18,D-04037,3 PALLETS (36 CASES/PALLET),,PO#41948  (URGENT!),GC,,Shipment delays,next transfer #7508
2/9/26,2/9/26,19,M-94306,60 CASES,,,GC,,Repackaging capacity,next transfer #7508
2/9/26,2/9/26,20,C-70123,2 PALLETS,,,GC,,Planned transfer (container sharing),next transfer #7508
2/9/26,2/9/26,21,D-19212,20 CASES,,,GC,,Planned transfer (container sharing),next transfer #7508
2/9/26,2/9/26,22,D-18206,1 PALLET (136cs/plt),,,GC,,Planned transfer (container sharing),next transfer #7508
2/9/26,2/9/26,23,D-17206,1 PALLET (136cs/plt),,,GC,,Planned transfer (container sharing),next transfer #7508
2/9/26,2/9/26,24,D-13206,3 PALLETS (136cs/plt),,,GC,,Planned transfer (container sharing),next transfer #7508
2/9/26,2/9/26,25,D-16106,1 PALLET (136cs/plt),,,GC,,Planned transfer (container sharing),next transfer #7508
2/9/26,2/9/26,26,D-04033,1 PALLET (25cs/plt),,URGENT!  LA SHIPMENT FDA HOLD,GC,,LA SHIPMENT FDA HOLD,Shipped
2/9/26,2/9/26,1,D-04037,3 PALLETS (36 CASES/PALLET),,"PO#41948  (URGENT!), FDA released 2/11",GC,,Shipment delays,Shipped
2/9/26,2/9/26,2,M-94306,60 CASES,,,GC,,Repackaging capacity,Shipped
2/9/26,2/9/26,3,C-70123,2 PALLETS (45cs/plt),,,GC,,Planned transfer (container sharing),Shipped
2/9/26,2/9/26,4,D-19212,20 CASES,,,GC,,Planned transfer (container sharing),Shipped
2/9/26,2/9/26,5,D-18206,1 PALLET (136cs/plt),,,GC,,Planned transfer (container sharing),Shipped
2/9/26,2/9/26,6,D-17206,1 PALLET (136cs/plt),,,GC,,Planned transfer (container sharing),Partial
2/9/26,2/9/26,7,D-13206,3 PALLETS (136cs/plt),,,GC,,Planned transfer (container sharing),Shipped
2/9/26,2/9/26,8,D-16106,1 PALLET (136cs/plt),,,GC,,Planned transfer (container sharing),Shipped
2/9/26,2/9/26,9,A-61012,3 PALLETS (30 CASES/PALLET),,,GC,,Repackaging capacity,Shipped
2/9/26,2/9/26,10,D-04011,4  PALLETS (25 cs/plt),,URGENT! ,GC,,Shipment delays,Shipped
2/9/26,2/9/26,11,F-04112,100 cases,,,VL,,Low replenishment,Shipped
2/9/26,2/9/26,12,D-19206,2 PALLETS (136 CASES/PALLET),,URGENT! ,GC,,Planned transfer (container sharing),Shipped
2/16/26,2/17/26,1,D-15206,3 PALLETS (136cs/plt),,,GC,,Planned transfer (container sharing),Shipped
2/16/26,2/17/26,2,D-13206,3 PALLETS (136cs/plt),,,GC,,Planned transfer (container sharing),Shipped
2/23/26,2/23/26,1,AG Shelf-talker,1 cs,,to Sun,AWC,,Other (State reason),Shipped
2/23/26,2/23/26,2,Fedex Envelop,Thai Tea Sample,,,VL,,Other (State reason),Shipped
2/23/26,2/23/26,3,#7537,"AG, 1 plt*",,,Wai Wai,,Low replenishment,Shipped
2/23/26,2/23/26,4,C-70050,4 PALLETS (35cs/plt),,URGENT! PO#41839 ARRIVE LIVERMORE 2/24),GC,,Planned transfer (container sharing),Not Shipped
2/23/26,2/23/26,5,D-03052,1.5plts(198cs),5070393,,JD,,Planned transfer (container sharing),Shipped
2/23/26,2/23/26,6,D-03063,2plts(264cs),5120567,,JD,,Planned transfer (container sharing),Shipped
2/23/26,2/23/26,7,J-40032N,100 cases,PO# 41490,PO pending arrive warehouse,VL,,Shipment delays,Shipped
2/23/26,2/23/26,8,A-61115,500 cases,PO# 41880,,VL,,Planned transfer (container sharing),Shipped
2/23/26,2/23/26,9,F-04001,2 PLT (70cs/plt),,,VL,,Low replenishment,Shipped
2/23/26,2/23/26,10,F-96102,40 cases,,Urgent,VL,,Planned transfer (container sharing),Shipped
2/23/26,2/23/26,11,F-96101,40 cases,,Urgent,VL,,Planned transfer (container sharing),Shipped
2/23/26,2/23/26,12,F-04112,3 plts (250cs/plt),11032027,URGENT,SYS,,Planned transfer (container sharing),Shipped
2/23/26,2/23/26,13,F-04001,2 plts (70cs/plt),10212027,,SYS,,Planned transfer (container sharing),Not Shipped
2/23/26,2/23/26,14,F-76001,2 PLT (50cs/plt),,,VL,,Planned transfer (container sharing),Shipped
2/23/26,2/23/26,15,T-47020,30 cases,,,HL,,Planned transfer (container sharing),Not Shipped
